date,channel,paid_customers,mrr
2024-12-02,Partner,1,400
2024-12-03,Organic,7,1540
2024-12-03,Google,1,220
2024-12-03,LinkedIn,5,1750
2024-12-03,Facebook,1,180
2024-12-03,Referral,4,1200
2024-12-03,Email,0,0
2024-12-03,Direct,0,0
2024-12-03,Partner,8,3200
2024-12-04,Organic,7,1540
2024-12-04,Google,3,660
2024-12-04,LinkedIn,7,2450
2024-12-04,Facebook,1,180
2024-12-04,Referral,1,300
2024-12-04,Email,0,0
2024-12-04,Direct,1,250
2024-12-04,Partner,1,400
2024-12-05,Organic,6,1320
2024-12-05,Google,3,660
2024-12-05,LinkedIn,6,2100
2024-12-05,Facebook,1,180
2024-12-05,Referral,4,1200
2024-12-05,Email,2,480
2024-12-05,Direct,1,250
2024-12-05,Partner,2,800
2024-12-06,Organic,7,1540
2024-12-06,Google,3,660
2024-12-06,LinkedIn,1,350
2024-12-06,Facebook,1,180
2024-12-06,Referral,2,600
2024-12-06,Email,0,0
2024-12-06,Direct,0,0
2024-12-06,Partner,5,2000
2024-12-07,Organic,5,1100
2024-12-07,Google,3,660
2024-12-07,LinkedIn,0,0
2024-12-07,Facebook,1,180
2024-12-07,Referral,5,1500
2024-12-07,Email,1,240
2024-12-07,Direct,0,0
2024-12-07,Partner,5,2000
2024-12-08,Organic,6,1320
2024-12-08,Google,4,880
2024-12-08,LinkedIn,1,350
2024-12-08,Facebook,2,360
2024-12-08,Referral,3,900
2024-12-08,Email,0,0
2024-12-08,Direct,1,250
2024-12-08,Partner,5,2000
2024-12-09,Organic,6,1320
2024-12-09,Google,3,660
2024-12-09,LinkedIn,3,1050
2024-12-09,Facebook,1,180
2024-12-09,Referral,1,300
2024-12-09,Email,1,240
2024-12-09,Direct,1,250
2024-12-09,Partner,5,2000
2024-12-10,Organic,5,1100
2024-12-10,Google,3,660
2024-12-10,LinkedIn,1,350
2024-12-10,Facebook,1,180
2024-12-10,Referral,1,300
2024-12-10,Email,1,240
2024-12-10,Direct,1,250
2024-12-10,Partner,6,2400
2024-12-11,Organic,7,1540
2024-12-11,Google,3,660
2024-12-11,LinkedIn,4,1400
2024-12-11,Facebook,1,180
2024-12-11,Referral,5,1500
2024-12-11,Email,0,0
2024-12-11,Direct,0,0
2024-12-11,Partner,7,2800
2024-12-12,Organic,5,1100
2024-12-12,Google,2,440
2024-12-12,LinkedIn,0,0
2024-12-12,Facebook,2,360
2024-12-12,Referral,7,2100
2024-12-12,Email,0,0
2024-12-12,Direct,1,250
2024-12-12,Partner,6,2400
2024-12-13,Organic,5,1100
2024-12-13,Google,3,660
2024-12-13,LinkedIn,7,2450
2024-12-13,Facebook,1,180
2024-12-13,Referral,5,1500
2024-12-13,Email,0,0
2024-12-13,Direct,1,250
2024-12-13,Partner,1,400
2024-12-14,Organic,6,1320
2024-12-14,Google,4,880
2024-12-14,LinkedIn,4,1400
2024-12-14,Facebook,1,180
2024-12-14,Referral,0,0
2024-12-14,Email,2,480
2024-12-14,Direct,1,250
2024-12-14,Partner,1,400
2024-12-15,Organic,7,1540
2024-12-15,Google,2,440
2024-12-15,LinkedIn,0,0
2024-12-15,Facebook,1,180
2024-12-15,Referral,3,900
2024-12-15,Email,1,240
2024-12-15,Direct,0,0
2024-12-15,Partner,1,400
2024-12-16,Organic,5,1100
2024-12-16,Google,2,440
2024-12-16,LinkedIn,1,350
2024-12-16,Facebook,1,180
2024-12-16,Referral,1,300
2024-12-16,Email,3,720
2024-12-16,Direct,0,0
2024-12-16,Partner,1,400
2024-12-17,Organic,5,1100
2024-12-17,Google,3,660
2024-12-17,LinkedIn,8,2800
2024-12-17,Facebook,1,180
2024-12-17,Referral,0,0
2024-12-17,Email,1,240
2024-12-17,Direct,0,0
2024-12-17,Partner,1,400
2024-12-18,Organic,6,1320
2024-12-18,Google,3,660
2024-12-18,LinkedIn,3,1050
2024-12-18,Facebook,1,180
2024-12-18,Referral,4,1200
2024-12-18,Email,2,480
2024-12-18,Direct,0,0
2024-12-18,Partner,2,800
2024-12-19,Organic,7,1540
2024-12-19,Google,4,880
2024-12-19,LinkedIn,3,1050
2024-12-19,Facebook,1,180
2024-12-19,Referral,3,900
2024-12-19,Email,3,720
2024-12-19,Direct,1,250
2024-12-19,Partner,5,2000
2024-12-20,Organic,7,1540
2024-12-20,Google,1,220
2024-12-20,LinkedIn,2,700
2024-12-20,Facebook,1,180
2024-12-20,Referral,5,1500
2024-12-20,Email,1,240
2024-12-20,Direct,0,0
2024-12-20,Partner,1,400
2024-12-21,Organic,6,1320
2024-12-21,Google,3,660
2024-12-21,LinkedIn,3,1050
2024-12-21,Facebook,0,0
2024-12-21,Referral,3,900
2024-12-21,Email,1,240
2024-12-21,Direct,2,500
2024-12-21,Partner,1,400
2024-12-22,Organic,5,1100
2024-12-22,Google,3,660
2024-12-22,LinkedIn,10,3500
2024-12-22,Facebook,1,180
2024-12-22,Referral,4,1200
2024-12-22,Email,0,0
2024-12-22,Direct,2,500
2024-12-22,Partner,7,2800
2024-12-23,Organic,8,1760
2024-12-23,Google,3,660
2024-12-23,LinkedIn,8,2800
2024-12-23,Facebook,1,180
2024-12-23,Referral,1,300
2024-12-23,Email,0,0
2024-12-23,Direct,0,0
2024-12-23,Partner,1,400
2024-12-24,Organic,7,1540
2024-12-24,Google,4,880
2024-12-24,LinkedIn,6,2100
2024-12-24,Facebook,1,180
2024-12-24,Referral,0,0
2024-12-24,Email,0,0
2024-12-24,Direct,1,250
2024-12-24,Partner,1,400
2024-12-25,Organic,5,1100
2024-12-25,Google,3,660
2024-12-25,LinkedIn,3,1050
2024-12-25,Facebook,1,180
2024-12-25,Referral,2,600
2024-12-25,Email,0,0
2024-12-25,Direct,1,250
2024-12-25,Partner,1,400
2024-12-26,Organic,5,1100
2024-12-26,Google,4,880
2024-12-26,LinkedIn,7,2450
2024-12-26,Facebook,1,180
2024-12-26,Referral,1,300
2024-12-26,Email,0,0
2024-12-26,Direct,1,250
2024-12-26,Partner,4,1600
2024-12-27,Organic,6,1320
2024-12-27,Google,2,440
2024-12-27,LinkedIn,1,350
2024-12-27,Facebook,1,180
2024-12-27,Referral,4,1200
2024-12-27,Email,2,480
2024-12-27,Direct,1,250
2024-12-27,Partner,1,400
2024-12-28,Organic,7,1540
2024-12-28,Google,3,660
2024-12-28,LinkedIn,0,0
2024-12-28,Facebook,1,180
2024-12-28,Referral,4,1200
2024-12-28,Email,0,0
2024-12-28,Direct,1,250
2024-12-28,Partner,1,400
2024-12-29,Organic,7,1540
2024-12-29,Google,3,660
2024-12-29,LinkedIn,4,1400
2024-12-29,Facebook,1,180
2024-12-29,Referral,1,300
2024-12-29,Email,0,0
2024-12-29,Direct,0,0
2024-12-29,Partner,1,400
2024-12-30,Organic,4,880
2024-12-30,Google,4,880
2024-12-30,LinkedIn,4,1400
2024-12-30,Facebook,1,180
2024-12-30,Referral,3,900
2024-12-30,Email,2,480
2024-12-30,Direct,0,0
2024-12-30,Partner,4,1600
2024-12-31,Organic,7,1540
2024-12-31,Google,4,880
2024-12-31,LinkedIn,6,2100
2024-12-31,Facebook,0,0
2024-12-31,Referral,7,2100
2024-12-31,Email,0,0
2024-12-31,Direct,1,250
2024-12-31,Partner,2,800
2025-01-01,Organic,7,1540
2025-01-01,Google,3,660
2025-01-01,LinkedIn,2,700
2025-01-01,Facebook,1,180
2025-01-01,Referral,5,1500
2025-01-01,Email,3,720
2025-01-01,Direct,1,250
2025-01-01,Partner,1,400
2025-01-02,Organic,8,1760
2025-01-02,Google,4,880
2025-01-02,LinkedIn,1,350
2025-01-02,Facebook,1,180
2025-01-02,Referral,3,900
2025-01-02,Email,2,480
2025-01-02,Direct,0,0
2025-01-02,Partner,1,400
2025-01-03,Organic,7,1540
2025-01-03,Google,3,660
2025-01-03,LinkedIn,0,0
2025-01-03,Facebook,1,180
2025-01-03,Referral,4,1200
2025-01-03,Email,1,240
2025-01-03,Direct,1,250
2025-01-03,Partner,5,2000
2025-01-04,Organic,6,1320
2025-01-04,Google,3,660
2025-01-04,LinkedIn,0,0
2025-01-04,Facebook,1,180
2025-01-04,Referral,6,1800
2025-01-04,Email,2,480
2025-01-04,Direct,0,0
2025-01-04,Partner,10,4000
2025-01-05,Organic,5,1100
2025-01-05,Google,4,880
2025-01-05,LinkedIn,2,700
2025-01-05,Facebook,0,0
2025-01-05,Referral,3,900
2025-01-05,Email,2,480
2025-01-05,Direct,0,0
2025-01-05,Partner,2,800
2025-01-06,Organic,6,1320
2025-01-06,Google,3,660
2025-01-06,LinkedIn,4,1400
2025-01-06,Facebook,1,180
2025-01-06,Referral,6,1800
2025-01-06,Email,2,480
2025-01-06,Direct,2,500
2025-01-06,Partner,3,1200
2025-01-07,Organic,6,1320
2025-01-07,Google,3,660
2025-01-07,LinkedIn,4,1400
2025-01-07,Facebook,1,180
2025-01-07,Referral,0,0
2025-01-07,Email,0,0
2025-01-07,Direct,0,0
2025-01-07,Partner,1,400
2025-01-08,Organic,5,1100
2025-01-08,Google,3,660
2025-01-08,LinkedIn,5,1750
2025-01-08,Facebook,1,180
2025-01-08,Referral,2,600
2025-01-08,Email,1,240
2025-01-08,Direct,1,250
2025-01-08,Partner,1,400
2025-01-09,Organic,7,1540
2025-01-09,Google,4,880
2025-01-09,LinkedIn,1,350
2025-01-09,Facebook,1,180
2025-01-09,Referral,4,1200
2025-01-09,Email,0,0
2025-01-09,Direct,2,500
2025-01-09,Partner,1,400
2025-01-10,Organic,5,1100
2025-01-10,Google,3,660
2025-01-10,LinkedIn,3,1050
2025-01-10,Facebook,2,360
2025-01-10,Referral,4,1200
2025-01-10,Email,1,240
2025-01-10,Direct,0,0
2025-01-10,Partner,3,1200
2025-01-11,Organic,7,1540
2025-01-11,Google,2,440
2025-01-11,LinkedIn,0,0
2025-01-11,Facebook,0,0
2025-01-11,Referral,7,2100
2025-01-11,Email,1,240
2025-01-11,Direct,0,0
2025-01-11,Partner,4,1600
2025-01-12,Organic,4,880
2025-01-12,Google,3,660
2025-01-12,LinkedIn,2,700
2025-01-12,Facebook,1,180
2025-01-12,Referral,4,1200
2025-01-12,Email,1,240
2025-01-12,Direct,2,500
2025-01-12,Partner,4,1600
2025-01-13,Organic,5,1100
2025-01-13,Google,3,660
2025-01-13,LinkedIn,2,700
2025-01-13,Facebook,1,180
2025-01-13,Referral,2,600
2025-01-13,Email,0,0
2025-01-13,Direct,1,250
2025-01-13,Partner,1,400
2025-01-14,Organic,5,1100
2025-01-14,Google,4,880
2025-01-14,LinkedIn,2,700
2025-01-14,Facebook,1,180
2025-01-14,Referral,5,1500
2025-01-14,Email,1,240
2025-01-14,Direct,0,0
2025-01-14,Partner,1,400
2025-01-15,Organic,5,1100
2025-01-15,Google,3,660
2025-01-15,LinkedIn,8,2800
2025-01-15,Facebook,1,180
2025-01-15,Referral,2,600
2025-01-15,Email,3,720
2025-01-15,Direct,2,500
2025-01-15,Partner,4,1600
2025-01-16,Organic,8,1760
2025-01-16,Google,3,660
2025-01-16,LinkedIn,0,0
2025-01-16,Facebook,1,180
2025-01-16,Referral,6,1800
2025-01-16,Email,0,0
2025-01-16,Direct,1,250
2025-01-16,Partner,4,1600
2025-01-17,Organic,6,1320
2025-01-17,Google,5,1100
2025-01-17,LinkedIn,5,1750
2025-01-17,Facebook,1,180
2025-01-17,Referral,6,1800
2025-01-17,Email,1,240
2025-01-17,Direct,0,0
2025-01-17,Partner,8,3200
2025-01-18,Organic,6,1320
2025-01-18,Google,3,660
2025-01-18,LinkedIn,2,700
2025-01-18,Facebook,1,180
2025-01-18,Referral,5,1500
2025-01-18,Email,0,0
2025-01-18,Direct,0,0
2025-01-18,Partner,1,400
2025-01-19,Organic,7,1540
2025-01-19,Google,2,440
2025-01-19,LinkedIn,2,700
2025-01-19,Facebook,1,180
2025-01-19,Referral,1,300
2025-01-19,Email,1,240
2025-01-19,Direct,0,0
2025-01-19,Partner,1,400
2025-01-20,Organic,8,1760
2025-01-20,Google,4,880
2025-01-20,LinkedIn,2,700
2025-01-20,Facebook,1,180
2025-01-20,Referral,3,900
2025-01-20,Email,3,720
2025-01-20,Direct,0,0
2025-01-20,Partner,2,800
2025-01-21,Organic,8,1760
2025-01-21,Google,3,660
2025-01-21,LinkedIn,8,2800
2025-01-21,Facebook,1,180
2025-01-21,Referral,3,900
2025-01-21,Email,0,0
2025-01-21,Direct,0,0
2025-01-21,Partner,2,800
2025-01-22,Organic,7,1540
2025-01-22,Google,4,880
2025-01-22,LinkedIn,0,0
2025-01-22,Facebook,1,180
2025-01-22,Referral,0,0
2025-01-22,Email,1,240
2025-01-22,Direct,1,250
2025-01-22,Partner,1,400
2025-01-23,Organic,7,1540
2025-01-23,Google,3,660
2025-01-23,LinkedIn,2,700
2025-01-23,Facebook,2,360
2025-01-23,Referral,1,300
2025-01-23,Email,0,0
2025-01-23,Direct,1,250
2025-01-23,Partner,2,800
2025-01-24,Organic,7,1540
2025-01-24,Google,3,660
2025-01-24,LinkedIn,1,350
2025-01-24,Facebook,1,180
2025-01-24,Referral,3,900
2025-01-24,Email,2,480
2025-01-24,Direct,3,750
2025-01-24,Partner,1,400
2025-01-25,Organic,7,1540
2025-01-25,Google,2,440
2025-01-25,LinkedIn,8,2800
2025-01-25,Facebook,0,0
2025-01-25,Referral,9,2700
2025-01-25,Email,3,720
2025-01-25,Direct,1,250
2025-01-25,Partner,4,1600
2025-01-26,Organic,6,1320
2025-01-26,Google,2,440
2025-01-26,LinkedIn,7,2450
2025-01-26,Facebook,2,360
2025-01-26,Referral,6,1800
2025-01-26,Email,0,0
2025-01-26,Direct,0,0
2025-01-26,Partner,4,1600
2025-01-27,Organic,6,1320
2025-01-27,Google,2,440
2025-01-27,LinkedIn,2,700
2025-01-27,Facebook,1,180
2025-01-27,Referral,1,300
2025-01-27,Email,0,0
2025-01-27,Direct,0,0
2025-01-27,Partner,1,400
2025-01-28,Organic,7,1540
2025-01-28,Google,3,660
2025-01-28,LinkedIn,7,2450
2025-01-28,Facebook,1,180
2025-01-28,Referral,6,1800
2025-01-28,Email,0,0
2025-01-28,Direct,1,250
2025-01-28,Partner,8,3200
2025-01-29,Organic,6,1320
2025-01-29,Google,4,880
2025-01-29,LinkedIn,4,1400
2025-01-29,Facebook,1,180
2025-01-29,Referral,2,600
2025-01-29,Email,1,240
2025-01-29,Direct,1,250
2025-01-29,Partner,8,3200
2025-01-30,Organic,7,1540
2025-01-30,Google,3,660
2025-01-30,LinkedIn,0,0
2025-01-30,Facebook,1,180
2025-01-30,Referral,3,900
2025-01-30,Email,1,240
2025-01-30,Direct,2,500
2025-01-30,Partner,1,400
2025-01-31,Organic,7,1540
2025-01-31,Google,2,440
2025-01-31,LinkedIn,3,1050
2025-01-31,Facebook,0,0
2025-01-31,Referral,4,1200
2025-01-31,Email,0,0
2025-01-31,Direct,1,250
2025-01-31,Partner,7,2800
2025-02-01,Organic,7,1540
2025-02-01,Google,3,660
2025-02-01,LinkedIn,5,1750
2025-02-01,Facebook,1,180
2025-02-01,Referral,2,600
2025-02-01,Email,0,0
2025-02-01,Direct,1,250
2025-02-01,Partner,1,400
2025-02-02,Organic,5,1100
2025-02-02,Google,3,660
2025-02-02,LinkedIn,2,700
2025-02-02,Facebook,1,180
2025-02-02,Referral,1,300
2025-02-02,Email,0,0
2025-02-02,Direct,0,0
2025-02-02,Partner,1,400
2025-02-03,Organic,8,1760
2025-02-03,Google,4,880
2025-02-03,LinkedIn,6,2100
2025-02-03,Facebook,1,180
2025-02-03,Referral,5,1500
2025-02-03,Email,2,480
2025-02-03,Direct,0,0
2025-02-03,Partner,1,400
2025-02-04,Organic,5,1100
2025-02-04,Google,3,660
2025-02-04,LinkedIn,1,350
2025-02-04,Facebook,0,0
2025-02-04,Referral,5,1500
2025-02-04,Email,1,240
2025-02-04,Direct,1,250
2025-02-04,Partner,1,400
2025-02-05,Organic,6,1320
2025-02-05,Google,4,880
2025-02-05,LinkedIn,3,1050
2025-02-05,Facebook,0,0
2025-02-05,Referral,5,1500
2025-02-05,Email,2,480
2025-02-05,Direct,0,0
2025-02-05,Partner,1,400
2025-02-06,Organic,6,1320
2025-02-06,Google,3,660
2025-02-06,LinkedIn,3,1050
2025-02-06,Facebook,1,180
2025-02-06,Referral,1,300
2025-02-06,Email,3,720
2025-02-06,Direct,1,250
2025-02-06,Partner,2,800
2025-02-07,Organic,6,1320
2025-02-07,Google,2,440
2025-02-07,LinkedIn,4,1400
2025-02-07,Facebook,0,0
2025-02-07,Referral,5,1500
2025-02-07,Email,1,240
2025-02-07,Direct,1,250
2025-02-07,Partner,10,4000
2025-02-08,Organic,7,1540
2025-02-08,Google,2,440
2025-02-08,LinkedIn,6,2100
2025-02-08,Facebook,1,180
2025-02-08,Referral,1,300
2025-02-08,Email,0,0
2025-02-08,Direct,0,0
2025-02-08,Partner,4,1600
2025-02-09,Organic,5,1100
2025-02-09,Google,4,880
2025-02-09,LinkedIn,4,1400
2025-02-09,Facebook,1,180
2025-02-09,Referral,3,900
2025-02-09,Email,0,0
2025-02-09,Direct,1,250
2025-02-09,Partner,2,800
2025-02-10,Organic,7,1540
2025-02-10,Google,4,880
2025-02-10,LinkedIn,1,350
2025-02-10,Facebook,2,360
2025-02-10,Referral,7,2100
2025-02-10,Email,2,480
2025-02-10,Direct,1,250
2025-02-10,Partner,5,2000
2025-02-11,Organic,7,1540
2025-02-11,Google,3,660
2025-02-11,LinkedIn,1,350
2025-02-11,Facebook,0,0
2025-02-11,Referral,3,900
2025-02-11,Email,0,0
2025-02-11,Direct,1,250
2025-02-11,Partner,7,2800
2025-02-12,Organic,6,1320
2025-02-12,Google,2,440
2025-02-12,LinkedIn,1,350
2025-02-12,Facebook,1,180
2025-02-12,Referral,0,0
2025-02-12,Email,3,720
2025-02-12,Direct,1,250
2025-02-12,Partner,6,2400
2025-02-13,Organic,6,1320
2025-02-13,Google,3,660
2025-02-13,LinkedIn,2,700
2025-02-13,Facebook,0,0
2025-02-13,Referral,4,1200
2025-02-13,Email,0,0
2025-02-13,Direct,0,0
2025-02-13,Partner,6,2400
2025-02-14,Organic,4,880
2025-02-14,Google,5,1100
2025-02-14,LinkedIn,7,2450
2025-02-14,Facebook,1,180
2025-02-14,Referral,0,0
2025-02-14,Email,0,0
2025-02-14,Direct,0,0
2025-02-14,Partner,6,2400
2025-02-15,Organic,7,1540
2025-02-15,Google,5,1100
2025-02-15,LinkedIn,2,700
2025-02-15,Facebook,1,180
2025-02-15,Referral,3,900
2025-02-15,Email,0,0
2025-02-15,Direct,1,250
2025-02-15,Partner,4,1600
2025-02-16,Organic,5,1100
2025-02-16,Google,3,660
2025-02-16,LinkedIn,0,0
2025-02-16,Facebook,0,0
2025-02-16,Referral,0,0
2025-02-16,Email,0,0
2025-02-16,Direct,1,250
2025-02-16,Partner,1,400
2025-02-17,Organic,7,1540
2025-02-17,Google,3,660
2025-02-17,LinkedIn,0,0
2025-02-17,Facebook,0,0
2025-02-17,Referral,2,600
2025-02-17,Email,1,240
2025-02-17,Direct,1,250
2025-02-17,Partner,4,1600
2025-02-18,Organic,5,1100
2025-02-18,Google,3,660
2025-02-18,LinkedIn,5,1750
2025-02-18,Facebook,0,0
2025-02-18,Referral,2,600
2025-02-18,Email,1,240
2025-02-18,Direct,1,250
2025-02-18,Partner,2,800
2025-02-19,Organic,5,1100
2025-02-19,Google,3,660
2025-02-19,LinkedIn,4,1400
2025-02-19,Facebook,1,180
2025-02-19,Referral,0,0
2025-02-19,Email,0,0
2025-02-19,Direct,0,0
2025-02-19,Partner,1,400
2025-02-20,Organic,4,880
2025-02-20,Google,3,660
2025-02-20,LinkedIn,1,350
2025-02-20,Facebook,0,0
2025-02-20,Referral,0,0
2025-02-20,Email,0,0
2025-02-20,Direct,0,0
2025-02-20,Partner,1,400
2025-02-21,Organic,7,1540
2025-02-21,Google,4,880
2025-02-21,LinkedIn,1,350
2025-02-21,Facebook,1,180
2025-02-21,Referral,0,0
2025-02-21,Email,2,480
2025-02-21,Direct,0,0
2025-02-21,Partner,2,800
2025-02-22,Organic,5,1100
2025-02-22,Google,2,440
2025-02-22,LinkedIn,2,700
2025-02-22,Facebook,0,0
2025-02-22,Referral,5,1500
2025-02-22,Email,2,480
2025-02-22,Direct,0,0
2025-02-22,Partner,1,400
2025-02-23,Organic,6,1320
2025-02-23,Google,3,660
2025-02-23,LinkedIn,0,0
2025-02-23,Facebook,0,0
2025-02-23,Referral,7,2100
2025-02-23,Email,0,0
2025-02-23,Direct,0,0
2025-02-23,Partner,1,400
2025-02-24,Organic,6,1320
2025-02-24,Google,4,880
2025-02-24,LinkedIn,5,1750
2025-02-24,Facebook,1,180
2025-02-24,Referral,4,1200
2025-02-24,Email,0,0
2025-02-24,Direct,1,250
2025-02-24,Partner,1,400
2025-02-25,Organic,7,1540
2025-02-25,Google,2,440
2025-02-25,LinkedIn,7,2450
2025-02-25,Facebook,0,0
2025-02-25,Referral,1,300
2025-02-25,Email,1,240
2025-02-25,Direct,2,500
2025-02-25,Partner,6,2400
2025-02-26,Organic,6,1320
2025-02-26,Google,3,660
2025-02-26,LinkedIn,2,700
2025-02-26,Facebook,1,180
2025-02-26,Referral,0,0
2025-02-26,Email,0,0
2025-02-26,Direct,0,0
2025-02-26,Partner,3,1200
2025-02-27,Organic,5,1100
2025-02-27,Google,3,660
2025-02-27,LinkedIn,3,1050
2025-02-27,Facebook,1,180
2025-02-27,Referral,2,600
2025-02-27,Email,1,240
2025-02-27,Direct,1,250
2025-02-27,Partner,6,2400
2025-02-28,Organic,8,1760
2025-02-28,Google,3,660
2025-02-28,LinkedIn,1,350
2025-02-28,Facebook,0,0
2025-02-28,Referral,0,0
2025-02-28,Email,1,240
2025-02-28,Direct,1,250
2025-02-28,Partner,1,400
2025-03-01,Organic,7,1540
2025-03-01,Google,3,660
2025-03-01,LinkedIn,8,2800
2025-03-01,Facebook,1,180
2025-03-01,Referral,5,1500
2025-03-01,Email,4,960
2025-03-01,Direct,2,500
2025-03-01,Partner,1,400
2025-03-02,Organic,4,880
2025-03-02,Google,2,440
2025-03-02,LinkedIn,4,1400
2025-03-02,Facebook,0,0
2025-03-02,Referral,0,0
2025-03-02,Email,4,960
2025-03-02,Direct,1,250
2025-03-02,Partner,2,800
2025-03-03,Organic,7,1540
2025-03-03,Google,4,880
2025-03-03,LinkedIn,1,350
2025-03-03,Facebook,2,360
2025-03-03,Referral,4,1200
2025-03-03,Email,3,720
2025-03-03,Direct,0,0
2025-03-03,Partner,1,400
2025-03-04,Organic,4,880
2025-03-04,Google,2,440
2025-03-04,LinkedIn,6,2100
2025-03-04,Facebook,0,0
2025-03-04,Referral,3,900
2025-03-04,Email,0,0
2025-03-04,Direct,1,250
2025-03-04,Partner,6,2400
2025-03-05,Organic,8,1760
2025-03-05,Google,3,660
2025-03-05,LinkedIn,4,1400
2025-03-05,Facebook,0,0
2025-03-05,Referral,2,600
2025-03-05,Email,0,0
2025-03-05,Direct,2,500
2025-03-05,Partner,6,2400
2025-03-06,Organic,5,1100
2025-03-06,Google,3,660
2025-03-06,LinkedIn,7,2450
2025-03-06,Facebook,1,180
2025-03-06,Referral,0,0
2025-03-06,Email,3,720
2025-03-06,Direct,0,0
2025-03-06,Partner,1,400
2025-03-07,Organic,5,1100
2025-03-07,Google,5,1100
2025-03-07,LinkedIn,3,1050
2025-03-07,Facebook,1,180
2025-03-07,Referral,6,1800
2025-03-07,Email,0,0
2025-03-07,Direct,1,250
2025-03-07,Partner,1,400
2025-03-08,Organic,5,1100
2025-03-08,Google,3,660
2025-03-08,LinkedIn,1,350
2025-03-08,Facebook,1,180
2025-03-08,Referral,3,900
2025-03-08,Email,1,240
2025-03-08,Direct,1,250
2025-03-08,Partner,1,400
2025-03-09,Organic,8,1760
2025-03-09,Google,3,660
2025-03-09,LinkedIn,8,2800
2025-03-09,Facebook,1,180
2025-03-09,Referral,0,0
2025-03-09,Email,0,0
2025-03-09,Direct,1,250
2025-03-09,Partner,1,400
2025-03-10,Organic,6,1320
2025-03-10,Google,3,660
2025-03-10,LinkedIn,4,1400
2025-03-10,Facebook,1,180
2025-03-10,Referral,5,1500
2025-03-10,Email,0,0
2025-03-10,Direct,0,0
2025-03-10,Partner,1,400
2025-03-11,Organic,7,1540
2025-03-11,Google,4,880
2025-03-11,LinkedIn,0,0
2025-03-11,Facebook,1,180
2025-03-11,Referral,5,1500
2025-03-11,Email,1,240
2025-03-11,Direct,1,250
2025-03-11,Partner,5,2000
2025-03-12,Organic,5,1100
2025-03-12,Google,3,660
2025-03-12,LinkedIn,6,2100
2025-03-12,Facebook,0,0
2025-03-12,Referral,4,1200
2025-03-12,Email,0,0
2025-03-12,Direct,0,0
2025-03-12,Partner,4,1600
2025-03-13,Organic,7,1540
2025-03-13,Google,2,440
2025-03-13,LinkedIn,9,3150
2025-03-13,Facebook,1,180
2025-03-13,Referral,3,900
2025-03-13,Email,0,0
2025-03-13,Direct,0,0
2025-03-13,Partner,8,3200
2025-03-14,Organic,5,1100
2025-03-14,Google,2,440
2025-03-14,LinkedIn,1,350
2025-03-14,Facebook,1,180
2025-03-14,Referral,1,300
2025-03-14,Email,2,480
2025-03-14,Direct,0,0
2025-03-14,Partner,4,1600
2025-03-15,Organic,7,1540
2025-03-15,Google,3,660
2025-03-15,LinkedIn,4,1400
2025-03-15,Facebook,1,180
2025-03-15,Referral,4,1200
2025-03-15,Email,2,480
2025-03-15,Direct,0,0
2025-03-15,Partner,1,400
2025-03-16,Organic,7,1540
2025-03-16,Google,3,660
2025-03-16,LinkedIn,6,2100
2025-03-16,Facebook,1,180
2025-03-16,Referral,1,300
2025-03-16,Email,0,0
2025-03-16,Direct,2,500
2025-03-16,Partner,1,400
2025-03-17,Organic,7,1540
2025-03-17,Google,3,660
2025-03-17,LinkedIn,8,2800
2025-03-17,Facebook,1,180
2025-03-17,Referral,3,900
2025-03-17,Email,0,0
2025-03-17,Direct,1,250
2025-03-17,Partner,7,2800
2025-03-18,Organic,7,1540
2025-03-18,Google,4,880
2025-03-18,LinkedIn,3,1050
2025-03-18,Facebook,1,180
2025-03-18,Referral,4,1200
2025-03-18,Email,2,480
2025-03-18,Direct,1,250
2025-03-18,Partner,1,400
2025-03-19,Organic,7,1540
2025-03-19,Google,3,660
2025-03-19,LinkedIn,2,700
2025-03-19,Facebook,0,0
2025-03-19,Referral,7,2100
2025-03-19,Email,2,480
2025-03-19,Direct,1,250
2025-03-19,Partner,1,400
2025-03-20,Organic,5,1100
2025-03-20,Google,2,440
2025-03-20,LinkedIn,3,1050
2025-03-20,Facebook,1,180
2025-03-20,Referral,6,1800
2025-03-20,Email,1,240
2025-03-20,Direct,0,0
2025-03-20,Partner,6,2400
2025-03-21,Organic,5,1100
2025-03-21,Google,4,880
2025-03-21,LinkedIn,2,700
2025-03-21,Facebook,1,180
2025-03-21,Referral,2,600
2025-03-21,Email,1,240
2025-03-21,Direct,2,500
2025-03-21,Partner,1,400
2025-03-22,Organic,8,1760
2025-03-22,Google,4,880
2025-03-22,LinkedIn,7,2450
2025-03-22,Facebook,1,180
2025-03-22,Referral,3,900
2025-03-22,Email,1,240
2025-03-22,Direct,2,500
2025-03-22,Partner,1,400
2025-03-23,Organic,7,1540
2025-03-23,Google,2,440
2025-03-23,LinkedIn,7,2450
2025-03-23,Facebook,1,180
2025-03-23,Referral,3,900
2025-03-23,Email,0,0
2025-03-23,Direct,1,250
2025-03-23,Partner,3,1200
2025-03-24,Organic,5,1100
2025-03-24,Google,3,660
2025-03-24,LinkedIn,7,2450
2025-03-24,Facebook,1,180
2025-03-24,Referral,4,1200
2025-03-24,Email,0,0
2025-03-24,Direct,0,0
2025-03-24,Partner,8,3200
2025-03-25,Organic,4,880
2025-03-25,Google,4,880
