date,channel,onboarded
2025-01-30,Email,10
2025-01-30,Direct,17
2025-01-30,Partner,4
2025-01-31,Organic,52
2025-01-31,Google,17
2025-01-31,LinkedIn,14
2025-01-31,Facebook,10
2025-01-31,Referral,19
2025-01-31,Email,5
2025-01-31,Direct,12
2025-01-31,Partner,28
2025-02-01,Organic,46
2025-02-01,Google,24
2025-02-01,LinkedIn,23
2025-02-01,Facebook,15
2025-02-01,Referral,10
2025-02-01,Email,3
2025-02-01,Direct,12
2025-02-01,Partner,4
2025-02-02,Organic,36
2025-02-02,Google,25
2025-02-02,LinkedIn,12
2025-02-02,Facebook,13
2025-02-02,Referral,7
2025-02-02,Email,2
2025-02-02,Direct,5
2025-02-02,Partner,4
2025-02-03,Organic,54
2025-02-03,Google,35
2025-02-03,LinkedIn,28
2025-02-03,Facebook,13
2025-02-03,Referral,24
2025-02-03,Email,13
2025-02-03,Direct,6
2025-02-03,Partner,4
2025-02-04,Organic,39
2025-02-04,Google,27
2025-02-04,LinkedIn,5
2025-02-04,Facebook,10
2025-02-04,Referral,25
2025-02-04,Email,11
2025-02-04,Direct,8
2025-02-04,Partner,4
2025-02-05,Organic,42
2025-02-05,Google,34
2025-02-05,LinkedIn,17
2025-02-05,Facebook,10
2025-02-05,Referral,25
2025-02-05,Email,16
2025-02-05,Direct,3
2025-02-05,Partner,4
2025-02-06,Organic,40
2025-02-06,Google,25
2025-02-06,LinkedIn,17
2025-02-06,Facebook,14
2025-02-06,Referral,8
2025-02-06,Email,22
2025-02-06,Direct,12
2025-02-06,Partner,11
2025-02-07,Organic,45
2025-02-07,Google,22
2025-02-07,LinkedIn,18
2025-02-07,Facebook,9
2025-02-07,Referral,23
2025-02-07,Email,8
2025-02-07,Direct,9
2025-02-07,Partner,39
2025-02-08,Organic,50
2025-02-08,Google,20
2025-02-08,LinkedIn,29
2025-02-08,Facebook,15
2025-02-08,Referral,4
2025-02-08,Email,2
2025-02-08,Direct,1
2025-02-08,Partner,16
2025-02-09,Organic,35
2025-02-09,Google,33
2025-02-09,LinkedIn,21
2025-02-09,Facebook,16
2025-02-09,Referral,15
2025-02-09,Email,6
2025-02-09,Direct,7
2025-02-09,Partner,11
2025-02-10,Organic,46
2025-02-10,Google,33
2025-02-10,LinkedIn,5
2025-02-10,Facebook,25
2025-02-10,Referral,33
2025-02-10,Email,12
2025-02-10,Direct,8
2025-02-10,Partner,20
2025-02-11,Organic,48
2025-02-11,Google,25
2025-02-11,LinkedIn,7
2025-02-11,Facebook,7
2025-02-11,Referral,13
2025-02-11,Email,2
2025-02-11,Direct,12
2025-02-11,Partner,27
2025-02-12,Organic,43
2025-02-12,Google,17
2025-02-12,LinkedIn,7
2025-02-12,Facebook,18
2025-02-12,Referral,3
2025-02-12,Email,24
2025-02-12,Direct,10
2025-02-12,Partner,23
2025-02-13,Organic,44
2025-02-13,Google,30
2025-02-13,LinkedIn,13
2025-02-13,Facebook,6
2025-02-13,Referral,22
2025-02-13,Email,2
2025-02-13,Direct,2
2025-02-13,Partner,24
2025-02-14,Organic,31
2025-02-14,Google,44
2025-02-14,LinkedIn,31
2025-02-14,Facebook,18
2025-02-14,Referral,3
2025-02-14,Email,2
2025-02-14,Direct,6
2025-02-14,Partner,21
2025-02-15,Organic,50
2025-02-15,Google,40
2025-02-15,LinkedIn,11
2025-02-15,Facebook,15
2025-02-15,Referral,13
2025-02-15,Email,3
2025-02-15,Direct,7
2025-02-15,Partner,18
2025-02-16,Organic,37
2025-02-16,Google,29
2025-02-16,LinkedIn,4
2025-02-16,Facebook,5
2025-02-16,Referral,3
2025-02-16,Email,2
2025-02-16,Direct,8
2025-02-16,Partner,4
2025-02-17,Organic,49
2025-02-17,Google,26
2025-02-17,LinkedIn,3
2025-02-17,Facebook,9
2025-02-17,Referral,9
2025-02-17,Email,8
2025-02-17,Direct,11
2025-02-17,Partner,18
2025-02-18,Organic,35
2025-02-18,Google,25
2025-02-18,LinkedIn,25
2025-02-18,Facebook,6
2025-02-18,Referral,11
2025-02-18,Email,12
2025-02-18,Direct,7
2025-02-18,Partner,8
2025-02-19,Organic,36
2025-02-19,Google,30
2025-02-19,LinkedIn,18
2025-02-19,Facebook,18
2025-02-19,Referral,3
2025-02-19,Email,2
2025-02-19,Direct,2
2025-02-19,Partner,4
2025-02-20,Organic,31
2025-02-20,Google,31
2025-02-20,LinkedIn,5
2025-02-20,Facebook,9
2025-02-20,Referral,4
2025-02-20,Email,4
2025-02-20,Direct,1
2025-02-20,Partner,4
2025-02-21,Organic,52
2025-02-21,Google,32
2025-02-21,LinkedIn,7
2025-02-21,Facebook,16
2025-02-21,Referral,3
2025-02-21,Email,14
2025-02-21,Direct,3
2025-02-21,Partner,9
2025-02-22,Organic,37
2025-02-22,Google,23
2025-02-22,LinkedIn,10
2025-02-22,Facebook,9
2025-02-22,Referral,24
2025-02-22,Email,16
2025-02-22,Direct,5
2025-02-22,Partner,4
2025-02-23,Organic,41
2025-02-23,Google,30
2025-02-23,LinkedIn,3
2025-02-23,Facebook,8
2025-02-23,Referral,31
2025-02-23,Email,2
2025-02-23,Direct,1
2025-02-23,Partner,4
2025-02-24,Organic,42
2025-02-24,Google,36
2025-02-24,LinkedIn,26
2025-02-24,Facebook,15
2025-02-24,Referral,22
2025-02-24,Email,4
2025-02-24,Direct,13
2025-02-24,Partner,5
2025-02-25,Organic,49
2025-02-25,Google,16
2025-02-25,LinkedIn,33
2025-02-25,Facebook,7
2025-02-25,Referral,8
2025-02-25,Email,12
2025-02-25,Direct,15
2025-02-25,Partner,22
2025-02-26,Organic,41
2025-02-26,Google,24
2025-02-26,LinkedIn,13
2025-02-26,Facebook,15
2025-02-26,Referral,4
2025-02-26,Email,2
2025-02-26,Direct,1
2025-02-26,Partner,12
2025-02-27,Organic,35
2025-02-27,Google,31
2025-02-27,LinkedIn,16
2025-02-27,Facebook,15
2025-02-27,Referral,10
2025-02-27,Email,9
2025-02-27,Direct,13
2025-02-27,Partner,21
2025-02-28,Organic,54
2025-02-28,Google,30
2025-02-28,LinkedIn,7
2025-02-28,Facebook,9
2025-02-28,Referral,3
2025-02-28,Email,11
2025-02-28,Direct,11
2025-02-28,Partner,6
2025-03-01,Organic,46
2025-03-01,Google,28
2025-03-01,LinkedIn,38
2025-03-01,Facebook,21
2025-03-01,Referral,25
2025-03-01,Email,27
2025-03-01,Direct,16
2025-03-01,Partner,6
2025-03-02,Organic,27
2025-03-02,Google,18
2025-03-02,LinkedIn,21
2025-03-02,Facebook,9
2025-03-02,Referral,3
2025-03-02,Email,28
2025-03-02,Direct,14
2025-03-02,Partner,11
2025-03-03,Organic,45
2025-03-03,Google,35
2025-03-03,LinkedIn,7
2025-03-03,Facebook,22
2025-03-03,Referral,20
2025-03-03,Email,21
2025-03-03,Direct,4
2025-03-03,Partner,5
2025-03-04,Organic,31
2025-03-04,Google,20
2025-03-04,LinkedIn,28
2025-03-04,Facebook,6
2025-03-04,Referral,14
2025-03-04,Email,2
2025-03-04,Direct,14
2025-03-04,Partner,24
2025-03-05,Organic,57
2025-03-05,Google,26
2025-03-05,LinkedIn,18
2025-03-05,Facebook,6
2025-03-05,Referral,11
2025-03-05,Email,5
2025-03-05,Direct,16
2025-03-05,Partner,23
2025-03-06,Organic,37
2025-03-06,Google,26
2025-03-06,LinkedIn,32
2025-03-06,Facebook,13
2025-03-06,Referral,3
2025-03-06,Email,23
2025-03-06,Direct,1
2025-03-06,Partner,6
2025-03-07,Organic,34
2025-03-07,Google,44
2025-03-07,LinkedIn,14
2025-03-07,Facebook,17
2025-03-07,Referral,27
2025-03-07,Email,5
2025-03-07,Direct,10
2025-03-07,Partner,4
2025-03-08,Organic,32
2025-03-08,Google,27
2025-03-08,LinkedIn,6
2025-03-08,Facebook,15
2025-03-08,Referral,17
2025-03-08,Email,7
2025-03-08,Direct,9
2025-03-08,Partner,4
2025-03-09,Organic,55
2025-03-09,Google,30
2025-03-09,LinkedIn,36
2025-03-09,Facebook,15
2025-03-09,Referral,4
2025-03-09,Email,4
2025-03-09,Direct,8
2025-03-09,Partner,4
2025-03-10,Organic,40
2025-03-10,Google,24
2025-03-10,LinkedIn,22
2025-03-10,Facebook,14
2025-03-10,Referral,25
2025-03-10,Email,4
2025-03-10,Direct,7
2025-03-10,Partner,4
2025-03-11,Organic,50
2025-03-11,Google,36
2025-03-11,LinkedIn,3
2025-03-11,Facebook,12
2025-03-11,Referral,24
2025-03-11,Email,11
2025-03-11,Direct,14
2025-03-11,Partner,19
2025-03-12,Organic,33
2025-03-12,Google,28
2025-03-12,LinkedIn,29
2025-03-12,Facebook,9
2025-03-12,Referral,18
2025-03-12,Email,2
2025-03-12,Direct,1
2025-03-12,Partner,15
2025-03-13,Organic,45
2025-03-13,Google,22
2025-03-13,LinkedIn,40
2025-03-13,Facebook,15
2025-03-13,Referral,14
2025-03-13,Email,2
2025-03-13,Direct,6
2025-03-13,Partner,31
2025-03-14,Organic,35
2025-03-14,Google,17
2025-03-14,LinkedIn,5
2025-03-14,Facebook,15
2025-03-14,Referral,8
2025-03-14,Email,14
2025-03-14,Direct,1
2025-03-14,Partner,15
2025-03-15,Organic,50
2025-03-15,Google,28
2025-03-15,LinkedIn,19
2025-03-15,Facebook,11
2025-03-15,Referral,19
2025-03-15,Email,12
2025-03-15,Direct,1
2025-03-15,Partner,4
2025-03-16,Organic,48
2025-03-16,Google,30
2025-03-16,LinkedIn,29
2025-03-16,Facebook,11
2025-03-16,Referral,5
2025-03-16,Email,2
2025-03-16,Direct,16
2025-03-16,Partner,4
2025-03-17,Organic,47
2025-03-17,Google,26
2025-03-17,LinkedIn,39
2025-03-17,Facebook,16
2025-03-17,Referral,14
2025-03-17,Email,2
2025-03-17,Direct,7
2025-03-17,Partner,26
2025-03-18,Organic,46
2025-03-18,Google,32
2025-03-18,LinkedIn,15
2025-03-18,Facebook,12
2025-03-18,Referral,18
2025-03-18,Email,17
2025-03-18,Direct,7
2025-03-18,Partner,4
2025-03-19,Organic,47
2025-03-19,Google,31
2025-03-19,LinkedIn,11
2025-03-19,Facebook,7
2025-03-19,Referral,32
2025-03-19,Email,15
2025-03-19,Direct,9
2025-03-19,Partner,5
2025-03-20,Organic,39
2025-03-20,Google,18
2025-03-20,LinkedIn,17
2025-03-20,Facebook,13
2025-03-20,Referral,28
2025-03-20,Email,7
2025-03-20,Direct,5
2025-03-20,Partner,24
2025-03-21,Organic,35
2025-03-21,Google,39
2025-03-21,LinkedIn,11
2025-03-21,Facebook,19
2025-03-21,Referral,9
2025-03-21,Email,12
2025-03-21,Direct,15
2025-03-21,Partner,5
2025-03-22,Organic,57
2025-03-22,Google,39
2025-03-22,LinkedIn,32
2025-03-22,Facebook,11
2025-03-22,Referral,14
2025-03-22,Email,10
2025-03-22,Direct,17
2025-03-22,Partner,4
2025-03-23,Organic,47
2025-03-23,Google,22
2025-03-23,LinkedIn,32
2025-03-23,Facebook,15
2025-03-23,Referral,13
2025-03-23,Email,2
2025-03-23,Direct,14
2025-03-23,Partner,12
2025-03-24,Organic,32
2025-03-24,Google,28
2025-03-24,LinkedIn,32
2025-03-24,Facebook,17
2025-03-24,Referral,21
2025-03-24,Email,6
2025-03-24,Direct,4
2025-03-24,Partner,30
2025-03-25,Organic,31
2025-03-25,Google,32
2025-03-25,LinkedIn,14
2025-03-25,Facebook,15
2025-03-25,Referral,8
2025-03-25,Email,2
2025-03-25,Direct,15
2025-03-25,Partner,4
2025-03-26,Organic,46
2025-03-26,Google,39
2025-03-26,LinkedIn,11
2025-03-26,Facebook,18
2025-03-26,Referral,14
2025-03-26,Email,2
2025-03-26,Direct,10
2025-03-26,Partner,4
2025-03-27,Organic,44
2025-03-27,Google,25
2025-03-27,LinkedIn,20
2025-03-27,Facebook,15
2025-03-27,Referral,14
2025-03-27,Email,16
2025-03-27,Direct,9
2025-03-27,Partner,4
2025-03-28,Organic,47
2025-03-28,Google,21
2025-03-28,LinkedIn,22
2025-03-28,Facebook,12
2025-03-28,Referral,35
2025-03-28,Email,8
2025-03-28,Direct,3
2025-03-28,Partner,7
2025-03-29,Organic,48
2025-03-29,Google,32
2025-03-29,LinkedIn,3
2025-03-29,Facebook,3
2025-03-29,Referral,11
2025-03-29,Email,15
2025-03-29,Direct,7
2025-03-29,Partner,4
2025-03-30,Organic,43
2025-03-30,Google,28
2025-03-30,LinkedIn,25
2025-03-30,Facebook,9
2025-03-30,Referral,12
2025-03-30,Email,20
2025-03-30,Direct,5
2025-03-30,Partner,4
2025-03-31,Organic,43
2025-03-31,Google,17
2025-03-31,LinkedIn,27
2025-03-31,Facebook,7
2025-03-31,Referral,24
2025-03-31,Email,12
2025-03-31,Direct,14
2025-03-31,Partner,4
2025-04-01,Organic,45
2025-04-01,Google,33
2025-04-01,LinkedIn,24
2025-04-01,Facebook,9
2025-04-01,Referral,14
2025-04-01,Email,8
2025-04-01,Direct,7
2025-04-01,Partner,9
2025-04-02,Organic,42
2025-04-02,Google,41
2025-04-02,LinkedIn,11
2025-04-02,Facebook,13
2025-04-02,Referral,12
2025-04-02,Email,4
2025-04-02,Direct,10
2025-04-02,Partner,4
2025-04-03,Organic,46
2025-04-03,Google,25
2025-04-03,LinkedIn,27
2025-04-03,Facebook,17
2025-04-03,Referral,12
2025-04-03,Email,2
2025-04-03,Direct,11
2025-04-03,Partner,12
2025-04-04,Organic,41
2025-04-04,Google,30
2025-04-04,LinkedIn,37
2025-04-04,Facebook,9
2025-04-04,Referral,15
2025-04-04,Email,2
2025-04-04,Direct,16
2025-04-04,Partner,4
2025-04-05,Organic,46
2025-04-05,Google,20
2025-04-05,LinkedIn,6
2025-04-05,Facebook,18
2025-04-05,Referral,16
2025-04-05,Email,20
2025-04-05,Direct,3
2025-04-05,Partner,4
2025-04-06,Organic,43
2025-04-06,Google,27
2025-04-06,LinkedIn,5
2025-04-06,Facebook,13
2025-04-06,Referral,13
2025-04-06,Email,4
2025-04-06,Direct,14
2025-04-06,Partner,4
2025-04-07,Organic,42
2025-04-07,Google,34
2025-04-07,LinkedIn,6
2025-04-07,Facebook,11
2025-04-07,Referral,4
2025-04-07,Email,20
2025-04-07,Direct,3
2025-04-07,Partner,4
2025-04-08,Organic,38
2025-04-08,Google,37
2025-04-08,LinkedIn,3
2025-04-08,Facebook,19
2025-04-08,Referral,20
2025-04-08,Email,15
2025-04-08,Direct,1
2025-04-08,Partner,30
2025-04-09,Organic,45
2025-04-09,Google,24
2025-04-09,LinkedIn,22
2025-04-09,Facebook,11
2025-04-09,Referral,3
2025-04-09,Email,3
2025-04-09,Direct,3
2025-04-09,Partner,4
2025-04-10,Organic,37
2025-04-10,Google,28
2025-04-10,LinkedIn,24
2025-04-10,Facebook,7
2025-04-10,Referral,20
2025-04-10,Email,2
2025-04-10,Direct,8
2025-04-10,Partner,9
2025-04-11,Organic,44
2025-04-11,Google,26
2025-04-11,LinkedIn,4
2025-04-11,Facebook,16
2025-04-11,Referral,24
2025-04-11,Email,3
2025-04-11,Direct,3
2025-04-11,Partner,14
2025-04-12,Organic,45
2025-04-12,Google,20
2025-04-12,LinkedIn,13
2025-04-12,Facebook,12
2025-04-12,Referral,17
2025-04-12,Email,2
2025-04-12,Direct,1
2025-04-12,Partner,4
2025-04-13,Organic,50
2025-04-13,Google,32
2025-04-13,LinkedIn,49
2025-04-13,Facebook,12
2025-04-13,Referral,17
2025-04-13,Email,12
2025-04-13,Direct,10
2025-04-13,Partner,19
2025-04-14,Organic,44
2025-04-14,Google,23
2025-04-14,LinkedIn,3
2025-04-14,Facebook,15
2025-04-14,Referral,13
2025-04-14,Email,3
2025-04-14,Direct,7
2025-04-14,Partner,25
2025-04-15,Organic,45
2025-04-15,Google,32
2025-04-15,LinkedIn,33
2025-04-15,Facebook,6
2025-04-15,Referral,21
2025-04-15,Email,15
2025-04-15,Direct,1
2025-04-15,Partner,6
2025-04-16,Organic,31
2025-04-16,Google,24
2025-04-16,LinkedIn,10
2025-04-16,Facebook,10
2025-04-16,Referral,3
2025-04-16,Email,8
2025-04-16,Direct,7
2025-04-16,Partner,12
2025-04-17,Organic,51
2025-04-17,Google,32
2025-04-17,LinkedIn,3
2025-04-17,Facebook,14
2025-04-17,Referral,4
2025-04-17,Email,6
2025-04-17,Direct,9
2025-04-17,Partner,4
2025-04-18,Organic,50
2025-04-18,Google,36
2025-04-18,LinkedIn,3
2025-04-18,Facebook,7
2025-04-18,Referral,33
2025-04-18,Email,6
2025-04-18,Direct,1
2025-04-18,Partner,9
2025-04-19,Organic,50
2025-04-19,Google,27
2025-04-19,LinkedIn,10
2025-04-19,Facebook,6
2025-04-19,Referral,12
2025-04-19,Email,2
2025-04-19,Direct,4
2025-04-19,Partner,38
2025-04-20,Organic,36
2025-04-20,Google,22
2025-04-20,LinkedIn,21
2025-04-20,Facebook,12
2025-04-20,Referral,5
2025-04-20,Email,10
2025-04-20,Direct,8
2025-04-20,Partner,18
2025-04-21,Organic,46
2025-04-21,Google,37
2025-04-21,LinkedIn,30
2025-04-21,Facebook,18
2025-04-21,Referral,9
2025-04-21,Email,8
2025-04-21,Direct,14
2025-04-21,Partner,4
2025-04-22,Organic,45
2025-04-22,Google,27
2025-04-22,LinkedIn,20
2025-04-22,Facebook,13
2025-04-22,Referral,19
2025-04-22,Email,2
2025-04-22,Direct,9
2025-04-22,Partner,8
2025-04-23,Organic,45
2025-04-23,Google,24
2025-04-23,LinkedIn,23
2025-04-23,Facebook,11
2025-04-23,Referral,24
2025-04-23,Email,10
2025-04-23,Direct,3
2025-04-23,Partner,7
2025-04-24,Organic,45
2025-04-24,Google,24
2025-04-24,LinkedIn,21
2025-04-24,Facebook,15
2025-04-24,Referral,13
2025-04-24,Email,7
2025-04-24,Direct,14
2025-04-24,Partner,12
2025-04-25,Organic,36
2025-04-25,Google,19
2025-04-25,LinkedIn,14
2025-04-25,Facebook,26
2025-04-25,Referral,11
2025-04-25,Email,8
2025-04-25,Direct,4
2025-04-25,Partner,11
2025-04-26,Organic,46
2025-04-26,Google,26
2025-04-26,LinkedIn,20
2025-04-26,Facebook,14
2025-04-26,Referral,4
2025-04-26,Email,5
2025-04-26,Direct,14
2025-04-26,Partner,21
2025-04-27,Organic,43
2025-04-27,Google,28
2025-04-27,LinkedIn,8
2025-04-27,Facebook,9
2025-04-27,Referral,3
2025-04-27,Email,3
2025-04-27,Direct,6
2025-04-27,Partner,4
2025-04-28,Organic,43
2025-04-28,Google,28
2025-04-28,LinkedIn,30
2025-04-28,Facebook,4
2025-04-28,Referral,6
2025-04-28,Email,2
2025-04-28,Direct,7
2025-04-28,Partner,4
2025-04-29,Organic,38
2025-04-29,Google,28
2025-04-29,LinkedIn,25
2025-04-29,Facebook,3
2025-04-29,Referral,15
2025-04-29,Email,14
2025-04-29,Direct,14
2025-04-29,Partner,14
2025-04-30,Organic,45
2025-04-30,Google,40
2025-04-30,LinkedIn,17
2025-04-30,Facebook,12
2025-04-30,Referral,10
2025-04-30,Email,8
2025-04-30,Direct,6
2025-04-30,Partner,8
2025-05-01,Organic,58
2025-05-01,Google,28
2025-05-01,LinkedIn,23
2025-05-01,Facebook,11
2025-05-01,Referral,19
2025-05-01,Email,18
2025-05-01,Direct,17
2025-05-01,Partner,4
2025-05-02,Organic,60
2025-05-02,Google,32
2025-05-02,LinkedIn,13
2025-05-02,Facebook,12
2025-05-02,Referral,10
2025-05-02,Email,9
2025-05-02,Direct,14
2025-05-02,Partner,13
2025-05-03,Organic,38
2025-05-03,Google,25
2025-05-03,LinkedIn,31
2025-05-03,Facebook,8
2025-05-03,Referral,15
2025-05-03,Email,3
2025-05-03,Direct,4
2025-05-03,Partner,11
2025-05-04,Organic,37
2025-05-04,Google,21
2025-05-04,LinkedIn,36
2025-05-04,Facebook,24
2025-05-04,Referral,3
2025-05-04,Email,2
2025-05-04,Direct,8
2025-05-04,Partner,17
2025-05-05,Organic,44
2025-05-05,Google,31
2025-05-05,LinkedIn,17
2025-05-05,Facebook,12
2025-05-05,Referral,27
2025-05-05,Email,5
2025-05-05,Direct,14
2025-05-05,Partner,15
2025-05-06,Organic,31
2025-05-06,Google,26
2025-05-06,LinkedIn,27
2025-05-06,Facebook,21
2025-05-06,Referral,13
2025-05-06,Email,8
2025-05-06,Direct,7
2025-05-06,Partner,13
2025-05-07,Organic,30
2025-05-07,Google,24
2025-05-07,LinkedIn,13
2025-05-07,Facebook,17
2025-05-07,Referral,22
2025-05-07,Email,7
2025-05-07,Direct,3
2025-05-07,Partner,12
2025-05-08,Organic,36
2025-05-08,Google,24
2025-05-08,LinkedIn,16
2025-05-08,Facebook,11
2025-05-08,Referral,3
2025-05-08,Email,2
2025-05-08,Direct,19
2025-05-08,Partner,19
2025-05-09,Organic,44
2025-05-09,Google,23
2025-05-09,LinkedIn,31
2025-05-09,Facebook,15
2025-05-09,Referral,24
2025-05-09,Email,14
2025-05-09,Direct,1
2025-05-09,Partner,24
2025-05-10,Organic,41
2025-05-10,Google,21
2025-05-10,LinkedIn,15
2025-05-10,Facebook,12
2025-05-10,Referral,28
2025-05-10,Email,3
2025-05-10,Direct,13
2025-05-10,Partner,11
2025-05-11,Organic,36
2025-05-11,Google,25
2025-05-11,LinkedIn,9
2025-05-11,Facebook,15
2025-05-11,Referral,3
2025-05-11,Email,2
2025-05-11,Direct,12
2025-05-11,Partner,4
2025-05-12,Organic,45
2025-05-12,Google,24
2025-05-12,LinkedIn,20
2025-05-12,Facebook,13
2025-05-12,Referral,32
2025-05-12,Email,9
2025-05-12,Direct,14
2025-05-12,Partner,4
2025-05-13,Organic,54
2025-05-13,Google,23
2025-05-13,LinkedIn,17
2025-05-13,Facebook,6
2025-05-13,Referral,3
2025-05-13,Email,19
2025-05-13,Direct,14
2025-05-13,Partner,4
2025-05-14,Organic,31
2025-05-14,Google,33
2025-05-14,LinkedIn,30
2025-05-14,Facebook,18
2025-05-14,Referral,9
2025-05-14,Email,10
2025-05-14,Direct,3
2025-05-14,Partner,20
2025-05-15,Organic,34
2025-05-15,Google,28
2025-05-15,LinkedIn,31
2025-05-15,Facebook,11
2025-05-15,Referral,29
2025-05-15,Email,2
2025-05-15,Direct,1
2025-05-15,Partner,10
2025-05-16,Organic,45
2025-05-16,Google,31
2025-05-16,LinkedIn,16
2025-05-16,Facebook,19
2025-05-16,Referral,35
2025-05-16,Email,2
2025-05-16,Direct,2
2025-05-16,Partner,4
2025-05-17,Organic,52
2025-05-17,Google,32
2025-05-17,LinkedIn,17
2025-05-17,Facebook,11
2025-05-17,Referral,3
2025-05-17,Email,10
2025-05-17,Direct,7
2025-05-17,Partner,12
2025-05-18,Organic,35
2025-05-18,Google,27
2025-05-18,LinkedIn,21
2025-05-18,Facebook,15
2025-05-18,Referral,23
2025-05-18,Email,3
2025-05-18,Direct,15
2025-05-18,Partner,6
2025-05-19,Organic,61
2025-05-19,Google,32
2025-05-19,LinkedIn,3
2025-05-19,Facebook,11
2025-05-19,Referral,31
2025-05-19,Email,2
2025-05-19,Direct,9
2025-05-19,Partner,17
2025-05-20,Organic,56
2025-05-20,Google,28
2025-05-20,LinkedIn,15
2025-05-20,Facebook,9
2025-05-20,Referral,3
2025-05-20,Email,16
2025-05-20,Direct,3
2025-05-20,Partner,5
2025-05-21,Organic,47
2025-05-21,Google,22
2025-05-21,LinkedIn,3
2025-05-21,Facebook,15
2025-05-21,Referral,3
2025-05-21,Email,14
2025-05-21,Direct,7
2025-05-21,Partner,9
2025-05-22,Organic,36
2025-05-22,Google,23
2025-05-22,LinkedIn,9
2025-05-22,Facebook,7
2025-05-22,Referral,18
2025-05-22,Email,2
2025-05-22,Direct,14
2025-05-22,Partner,18
2025-05-23,Organic,40
2025-05-23,Google,16
2025-05-23,LinkedIn,17
2025-05-23,Facebook,19
2025-05-23,Referral,11
2025-05-23,Email,2
2025-05-23,Direct,5
2025-05-23,Partner,19
2025-05-24,Organic,42
2025-05-24,Google,40
2025-05-24,LinkedIn,3
2025-05-24,Facebook,14
2025-05-24,Referral,19
2025-05-24,Email,22
2025-05-24,Direct,2
2025-05-24,Partner,4
2025-05-25,Organic,50
2025-05-25,Google,30
2025-05-25,LinkedIn,7
2025-05-25,Facebook,11
2025-05-25,Referral,24
2025-05-25,Email,12
2025-05-25,Direct,7
2025-05-25,Partner,12
2025-05-26,Organic,50
2025-05-26,Google,12
2025-05-26,LinkedIn,21
2025-05-26,Facebook,13
2025-05-26,Referral,13
2025-05-26,Email,12
2025-05-26,Direct,7
2025-05-26,Partner,11
2025-05-27,Organic,48
2025-05-27,Google,36
2025-05-27,LinkedIn,14
2025-05-27,Facebook,18
2025-05-27,Referral,4
2025-05-27,Email,2
2025-05-27,Direct,16
2025-05-27,Partner,25
2025-05-28,Organic,42
2025-05-28,Google,23
2025-05-28,LinkedIn,29
2025-05-28,Facebook,24
2025-05-28,Referral,19
2025-05-28,Email,11
2025-05-28,Direct,14
2025-05-28,Partner,14
2025-05-29,Organic,42
2025-05-29,Google,17
2025-05-29,LinkedIn,17
2025-05-29,Facebook,10
2025-05-29,Referral,20
2025-05-29,Email,2
2025-05-29,Direct,1
2025-05-29,Partner,22
2025-05-30,Organic,48
2025-05-30,Google,26
2025-05-30,LinkedIn,15
2025-05-30,Facebook,12
2025-05-30,Referral,17
2025-05-30,Email,2
2025-05-30,Direct,20
2025-05-30,Partner,9
2025-05-31,Organic,50
2025-05-31,Google,23
2025-05-31,LinkedIn,17
2025-05-31,Facebook,18
2025-05-31,Referral,10
2025-05-31,Email,14
2025-05-31,Direct,24
2025-05-31,Partner,4
2025-06-01,Organic,45
2025-06-01,Google,19
2025-06-01,LinkedIn,21
2025-06-01,Facebook,22
2025-06-01,Referral,15
2025-06-01,Email,11
2025-06-01,Direct,3
2025-06-01,Partner,4
2025-06-02,Organic,35
2025-06-02,Google,31
2025-06-02,LinkedIn,21
2025-06-02,Facebook,24
2025-06-02,Referral,24
2025-06-02,Email,8
2025-06-02,Direct,9
2025-06-02,Partner,4
2025-06-03,Organic,49
2025-06-03,Google,21
2025-06-03,LinkedIn,13
2025-06-03,Facebook,17
2025-06-03,Referral,11
2025-06-03,Email,2
2025-06-03,Direct,12
2025-06-03,Partner,18
2025-06-04,Organic,37
2025-06-04,Google,33
2025-06-04,LinkedIn,11
2025-06-04,Facebook,12
2025-06-04,Referral,22
2025-06-04,Email,19
2025-06-04,Direct,1
2025-06-04,Partner,14
2025-06-05,Organic,36
2025-06-05,Google,36
2025-06-05,LinkedIn,15
2025-06-05,Facebook,13
2025-06-05,Referral,25
2025-06-05,Email,11
2025-06-05,Direct,9
2025-06-05,Partner,9
2025-06-06,Organic,59
2025-06-06,Google,33
2025-06-06,LinkedIn,11
2025-06-06,Facebook,16
2025-06-06,Referral,26
2025-06-06,Email,2
2025-06-06,Direct,6
2025-06-06,Partner,4
2025-06-07,Organic,39
2025-06-07,Google,15
2025-06-07,LinkedIn,37
2025-06-07,Facebook,15
2025-06-07,Referral,32
2025-06-07,Email,6
2025-06-07,Direct,7
2025-06-07,Partner,23
2025-06-08,Organic,45
2025-06-08,Google,20
2025-06-08,LinkedIn,28
2025-06-08,Facebook,16
2025-06-08,Referral,9
2025-06-08,Email,4
2025-06-08,Direct,14
2025-06-08,Partner,9
2025-06-09,Organic,50
2025-06-09,Google,33
2025-06-09,LinkedIn,22
2025-06-09,Facebook,5
2025-06-09,Referral,9
2025-06-09,Email,2
2025-06-09,Direct,16
2025-06-09,Partner,4
2025-06-10,Organic,33
2025-06-10,Google,32
2025-06-10,LinkedIn,34
2025-06-10,Facebook,15
2025-06-10,Referral,19
2025-06-10,Email,4
2025-06-10,Direct,19
2025-06-10,Partner,11
2025-06-11,Organic,44
2025-06-11,Google,25
2025-06-11,LinkedIn,11
2025-06-11,Facebook,8
